10
164|2144|0.0001||
165|2148|0.0001||
166|2152|0.0001||
167|2156|0.0001||
168|2160|0.0001||
169|2164|0.0001||
170|2168|0.0001||
171|2172|0.0001||
172|2176|0.0001||
173|2180|0.0001||
174|2184|0.0001||
175|2188|0.0001||
176|2192|0.0001||
177|2196|0.0001||
178|2200|0.0001||
179|2204|0.0001||
180|2208|0.0001||
181|2212|0.0001||
182|2216|0.0001||
183|2220|0.0001||
184|2224|0.0001||
185|2228|0.0001||
186|2232|0.0001||
187|2236|0.0001||
188|2240|0.0001||
189|2244|0.0001||
190|2248|0.0001||
191|2252|0.0001||
192|2256|0.0001||
193|2260|0.0001||
194|2264|0.0001||
195|2268|0.0001||
196|2272|0.0001||
197|2276|0.0001||
198|2280|0.0001||
199|2284|0.0001||
200|2288|0.0001||
201|2292|0.0001||
202|2296|0.0001||
203|2300|0.0001||
204|2304|0.0001||
205|2308|0.0001||
206|2312|0.0001||
207|2316|0.0001||
208|2320|0.0001||
209|2324|0.0001||
210|2328|0.0001||
211|2332|0.0001||
212|2336|0.0001||
213|2340|0.0001||
214|2344|0.0001||
215|2348|0.0001||
216|2352|0.0001||
217|2356|0.0001||
218|2360|0.0001||
219|2364|0.0001||
220|2368|0.0001||
221|2372|0.0001||
222|2376|0.0001||
223|2380|0.0001||
224|2384|0.0001||
225|2388|0.0001||
226|2392|0.0001||
227|2396|0.0001||
228|2400|0.0001||
229|2404|0.0001||
230|2408|0.0001||
231|2412|0.0001||
232|2416|0.0001||
233|2420|0.0001||
234|4000|0.00008||
235|4000.1|0.00008||
236|4000.2|0.00008||
237|4000.3|0.00008||
238|4000.4|0.00008||
239|4000.5|0.00008||
240|4000.6|0.00008||
241|4000.7|0.00008||
242|4000.8|0.00008||
243|4000.9|0.00008||
244|4001|0.00008||
245|4001.1|0.00008||
246|4001.2|0.00008||
247|4001.3|0.00008||
248|4001.4|0.00008||
249|0|0||
